ID,父id,简称,名称,层级,拼音,长途区号,邮编,首字母,经度,纬度
900000,100000,钓鱼岛,钓鱼岛,"<span class=""text-primary"">省</span>",DiaoyuDao,,,D,123.478088,25.742385
820301,820300,圣方济各堂区,圣方济各堂区,"<span class=""text-danger"">区/县</span>",St Francis Xavier's Parish,853,999078,S,113.559954,22.123486
820300,820000,路环岛,路环岛,"<span class=""text-success"">市</span>",Coloane,853,999078,C,113.564857,22.116226
820201,820200,嘉模堂区,嘉模堂区,"<span class=""text-danger"">区/县</span>",Our Lady Of Carmel's Parish,853,999078,O,113.565303,22.149029
820200,820000,氹仔岛,氹仔岛,"<span class=""text-success"">市</span>",Taipa,853,999078,T,113.577669,22.156838
820105,820100,风顺堂区,风顺堂区,"<span class=""text-danger"">区/县</span>",Sao Lourenco,853,999078,S,113.541928,22.187368
820104,820100,望德堂区,望德堂区,"<span class=""text-danger"">区/县</span>",Sao Lazaro,853,999078,S,113.550568,22.194081
820103,820100,大堂,大堂区,"<span class=""text-danger"">区/县</span>",S?,853,999078,S,113.552971,22.188359
820102,820100,圣安多尼堂区,圣安多尼堂区,"<span class=""text-danger"">区/县</span>",Santo Antonio,853,999078,S,113.564301,22.12381
820101,820100,花地玛堂区,花地玛堂区,"<span class=""text-danger"">区/县</span>",Nossa Senhora de Fatima,853,999078,N,113.552284,22.208067
820100,820000,澳门半岛,澳门半岛,"<span class=""text-success"">市</span>",MacauPeninsula,853,999078,M,113.549134,22.198751
820000,100000,澳门,澳门,"<span class=""text-primary"">省</span>",Macau,,,M,113.54909,22.198951
810309,810300,离岛,离岛区,"<span class=""text-danger"">区/县</span>",Outlying Islands,852,999077,O,113.945842,22.281508
810308,810300,葵青,葵青区,"<span class=""text-danger"">区/县</span>",Kwai Tsing,852,999077,K,114.13932,22.363877
810307,810300,沙田,沙田区,"<span class=""text-danger"">区/县</span>",Sha Tin,852,999077,S,114.191941,22.379294
810306,810300,西贡,西贡区,"<span class=""text-danger"">区/县</span>",Sai Kung,852,999077,S,114.27854,22.37944
810305,810300,大埔,大埔区,"<span class=""text-danger"">区/县</span>",Tai Po,852,999077,T,114.171743,22.445653
810304,810300,北区,北区,"<span class=""text-danger"">区/县</span>",North District,852,999077,N,114.148959,22.494086
810303,810300,元朗,元朗区,"<span class=""text-danger"">区/县</span>",Yuen Long,852,999077,Y,114.039796,22.443342
810302,810300,屯门,屯门区,"<span class=""text-danger"">区/县</span>",Tuen Mun,852,999077,T,113.977416,22.391047
810301,810300,荃湾,荃湾区,"<span class=""text-danger"">区/县</span>",Tsuen Wan,852,999077,T,114.122952,22.370973
810300,810000,新界,新界,"<span class=""text-success"">市</span>",New Territories,852,999077,N,114.202408,22.341766
810205,810200,观塘,观塘区,"<span class=""text-danger"">区/县</span>",Kwun Tong,852,999077,K,114.231268,22.30943
810204,810200,黄大仙,黄大仙区,"<span class=""text-danger"">区/县</span>",Wong Tai Sin,852,999077,W,114.19924,22.336313
810203,810200,九龙城,九龙城区,"<span class=""text-danger"">区/县</span>",Jiulongcheng,852,999077,J,114.195053,22.32673
810202,810200,深水埗,深水埗区,"<span class=""text-danger"">区/县</span>",Sham Shui Po,852,999077,S,114.16721,22.328171
810201,810200,油尖旺,油尖旺区,"<span class=""text-danger"">区/县</span>",Yau Tsim Mong,852,999077,Y,114.173332,22.311704
810200,810000,九龙,九龙,"<span class=""text-success"">市</span>",Kowloon,852,999077,K,114.17495,22.327115
810104,810100,南区,南区,"<span class=""text-danger"">区/县</span>",Southern District,852,999077,S,114.174134,22.24676
810103,810100,东区,东区,"<span class=""text-danger"">区/县</span>",Eastern District,852,999077,E,114.255993,22.262755
810102,810100,湾仔区,湾仔区,"<span class=""text-danger"">区/县</span>",Wan Chai District,852,999077,W,114.182915,22.276389
810101,810100,中西区,中西区,"<span class=""text-danger"">区/县</span>",Central and Western District,852,999077,C,114.154374,22.281981
810100,810000,香港岛,香港岛,"<span class=""text-success"">市</span>",Hong Kong Island,852,999077,H,114.177314,22.266416
810000,100000,香港,香港,"<span class=""text-primary"">省</span>",Hong Kong,,,H,114.173355,22.320048
713804,713800,东引,东引乡,"<span class=""text-danger"">区/县</span>",Dongyin,836,212,D,120.493955,26.366164
713803,713800,莒光,莒光乡,"<span class=""text-danger"">区/县</span>",Juguang,836,211,J,119.940405,25.976256
713802,713800,北竿,北竿乡,"<span class=""text-danger"">区/县</span>",Beigan,836,210,B,120.000572,26.221983
713801,713800,南竿,南竿乡,"<span class=""text-danger"">区/县</span>",Nangan,836,209,N,119.944267,26.144035
713800,710000,连江,连江县,"<span class=""text-success"">市</span>",Lienchiang,836,2,L,119.539704,26.197364
713706,713700,乌丘,乌丘乡,"<span class=""text-danger"">区/县</span>",Wuqiu,82,896,W,118.319578,24.435038
713705,713700,烈屿,烈屿乡,"<span class=""text-danger"">区/县</span>",Lieyu,82,894,L,118.247255,24.433102
713704,713700,金宁,金宁乡,"<span class=""text-danger"">区/县</span>",Jinning,82,892,J,118.334506,24.45672
713703,713700,金沙,金沙镇,"<span class=""text-danger"">区/县</span>",Jinsha,82,890,J,118.427993,24.481109
713702,713700,金湖,金湖镇,"<span class=""text-danger"">区/县</span>",Jinhu,82,891,J,118.419743,24.438633
713701,713700,金城,金城镇,"<span class=""text-danger"">区/县</span>",Jincheng,82,893,J,118.316667,24.416667
713700,710000,金门,金门县,"<span class=""text-success"">市</span>",Jinmen,82,8,J,118.317089,24.432706
713625,713600,七美,七美乡,"<span class=""text-danger"">区/县</span>",Qimei,6,883,Q,119.423929,23.206018
713624,713600,望安,望安乡,"<span class=""text-danger"">区/县</span>",Wang'an,6,882,W,119.500538,23.357531
713623,713600,西屿,西屿乡,"<span class=""text-danger"">区/县</span>",Xiyu,6,881,X,119.506974,23.600836
713622,713600,白沙,白沙乡,"<span class=""text-danger"">区/县</span>",Baisha,6,884,B,119.597919,23.66606
713621,713600,湖西,湖西乡,"<span class=""text-danger"">区/县</span>",Huxi,6,885,H,119.659666,23.583358
713601,713600,马公,马公市,"<span class=""text-danger"">区/县</span>",Magong,6,880,M,119.566499,23.565845
713600,710000,澎湖,澎湖县,"<span class=""text-success"">市</span>",Penghu,6,8,P,119.566417,23.569733
713532,713500,卓溪,卓溪乡,"<span class=""text-danger"">区/县</span>",Zhuoxi,3,982,Z,121.303422,23.346369
713531,713500,万荣,万荣乡,"<span class=""text-danger"">区/县</span>",Wanrong,3,979,W,121.407493,23.715346
713530,713500,秀林,秀林乡,"<span class=""text-danger"">区/县</span>",Xiulin,3,972,X,121.620381,24.116642
713529,713500,富里,富里乡,"<span class=""text-danger"">区/县</span>",Fuli,3,983,F,121.250124,23.179984
713528,713500,瑞穗,瑞穗乡,"<span class=""text-danger"">区/县</span>",Ruisui,3,978,R,121.375992,23.496817
713527,713500,丰滨,丰滨乡,"<span class=""text-danger"">区/县</span>",Fengbin,3,977,F,121.518639,23.59708
713526,713500,光复,光复乡,"<span class=""text-danger"">区/县</span>",Guangfu,3,976,G,121.423496,23.669084
713525,713500,寿丰,寿丰乡,"<span class=""text-danger"">区/县</span>",Shoufeng,3,974,S,121.508955,23.87068
713524,713500,吉安,吉安乡,"<span class=""text-danger"">区/县</span>",Ji'an,3,973,J,121.568005,23.961635
713523,713500,新城,新城乡,"<span class=""text-danger"">区/县</span>",Xincheng,3,971,X,121.640512,24.128133
713522,713500,玉里,玉里镇,"<span class=""text-danger"">区/县</span>",Yuli,3,981,Y,121.316445,23.336509
713521,713500,凤林,凤林镇,"<span class=""text-danger"">区/县</span>",Fenglin,3,975,F,121.451687,23.744648
713501,713500,花莲,花莲市,"<span class=""text-danger"">区/县</span>",Hualian,3,970,H,121.60681,23.982074
713500,710000,花莲,花莲县,"<span class=""text-success"">市</span>",Hualien,3,9,H,121.3,23.83
713435,713400,兰屿,兰屿乡,"<span class=""text-danger"">区/县</span>",Lanyu,89,952,L,121.532473,22.056736
713434,713400,达仁,达仁乡,"<span class=""text-danger"">区/县</span>",Daren,89,966,D,120.884131,22.294869
713433,713400,金峰,金峰乡,"<span class=""text-danger"">区/县</span>",Jinfeng,89,964,J,120.971292,22.595511
713432,713400,延平,延平乡,"<span class=""text-danger"">区/县</span>",Yanping,89,953,Y,121.084499,22.902358
713431,713400,海端,海端乡,"<span class=""text-danger"">区/县</span>",Haiduan,89,957,H,121.172008,23.101074
713430,713400,绿岛,绿岛乡,"<span class=""text-danger"">区/县</span>",Lvdao,89,951,L,121.492596,22.661676
713429,713400,大武,大武乡,"<span class=""text-danger"">区/县</span>",Dawu,89,965,D,120.889938,22.339919
713428,713400,太麻里,太麻里乡,"<span class=""text-danger"">区/县</span>",Taimali,89,963,T,121.007394,22.615383
713427,713400,长滨,长滨乡,"<span class=""text-danger"">区/县</span>",Changbin,89,962,C,121.451522,23.315041
713426,713400,东河,东河乡,"<span class=""text-danger"">区/县</span>",Donghe,89,959,D,121.300334,22.969934
713425,713400,池上,池上乡,"<span class=""text-danger"">区/县</span>",Chishang,89,958,C,121.215139,23.122393
713424,713400,鹿野,鹿野乡,"<span class=""text-danger"">区/县</span>",Luye,89,955,L,121.135982,22.913951
713423,713400,卑南,卑南乡,"<span class=""text-danger"">区/县</span>",Beinan,89,954,B,121.083503,22.786039
713422,713400,关山,关山镇,"<span class=""text-danger"">区/县</span>",Guanshan,89,956,G,121.163134,23.04745
713421,713400,成功,成功镇,"<span class=""text-danger"">区/县</span>",Chenggong,89,961,C,121.379571,23.100223
713401,713400,台东,台东市,"<span class=""text-danger"">区/县</span>",Taidong,89,950,T,121.145654,22.756045
713400,710000,台东,台东县,"<span class=""text-success"">市</span>",Taitung,89,9,T,120.916,23
713352,713300,牡丹,牡丹乡,"<span class=""text-danger"">区/县</span>",Mudan,8,945,M,120.770108,22.125687
713351,713300,狮子,狮子乡,"<span class=""text-danger"">区/县</span>",Shizi,8,943,S,120.704617,22.201917
713350,713300,春日,春日乡,"<span class=""text-danger"">区/县</span>",Chunri,8,942,C,120.628793,22.370672
713349,713300,来义,来义乡,"<span class=""text-danger"">区/县</span>",Laiyi,8,922,L,120.633601,22.525866
713348,713300,泰武,泰武乡,"<span class=""text-danger"">区/县</span>",Taiwu,8,921,T,120.632856,22.591819
713347,713300,玛家,玛家乡,"<span class=""text-danger"">区/县</span>",Majia,8,903,M,120.64413,22.706718
713346,713300,雾台,雾台乡,"<span class=""text-danger"">区/县</span>",Wutai,8,902,W,120.732318,22.744877
713345,713300,三地门,三地门乡,"<span class=""text-danger"">区/县</span>",Sandimen,8,901,S,120.654486,22.713877
713344,713300,枋山,枋山乡,"<span class=""text-danger"">区/县</span>",Fangshan,8,941,F,120.656356,22.260338
713343,713300,满州,满州乡,"<span class=""text-danger"">区/县</span>",Manzhou,8,947,M,120.838843,22.020853
713342,713300,车城,车城乡,"<span class=""text-danger"">区/县</span>",Checheng,8,944,C,120.710979,22.072077
713341,713300,琉球,琉球乡,"<span class=""text-danger"">区/县</span>",Liuqiu,8,929,L,120.36902,22.342366
713340,713300,佳冬,佳冬乡,"<span class=""text-danger"">区/县</span>",Jiadong,8,931,J,120.551544,22.417653
713339,713300,南州,南州乡,"<span class=""text-danger"">区/县</span>",Nanzhou,8,926,N,120.509808,22.490192
713338,713300,林边,林边乡,"<span class=""text-danger"">区/县</span>",Linbian,8,927,L,120.515091,22.434015
713337,713300,崁顶,崁顶乡,"<span class=""text-danger"">区/县</span>",Kanding,8,924,K,120.514571,22.514795
713336,713300,新园,新园乡,"<span class=""text-danger"">区/县</span>",Xinyuan,8,932,X,120.461739,22.543952
713335,713300,枋寮,枋寮乡,"<span class=""text-danger"">区/县</span>",Fangliao,8,940,F,120.593438,22.36556
713334,713300,新埤,新埤乡,"<span class=""text-danger"">区/县</span>",Xinpi,8,925,X,120.549546,22.469976
713333,713300,竹田,竹田乡,"<span class=""text-danger"">区/县</span>",Zhutian,8,911,Z,120.544038,22.584678
713332,713300,内埔,内埔乡,"<span class=""text-danger"">区/县</span>",Napu,8,912,N,120.566865,22.611967
713331,713300,万峦,万峦乡,"<span class=""text-danger"">区/县</span>",Wanluan,8,923,W,120.566477,22.571965
713330,713300,高树,高树乡,"<span class=""text-danger"">区/县</span>",Gaoshu,8,906,G,120.600214,22.826789
713329,713300,盐埔,盐埔乡,"<span class=""text-danger"">区/县</span>",Yanpu,8,907,Y,120.572849,22.754783
713328,713300,里港,里港乡,"<span class=""text-danger"">区/县</span>",Ligang,8,905,L,120.49449,22.77922
713327,713300,九如,九如乡,"<span class=""text-danger"">区/县</span>",Jiuru,8,904,J,120.490142,22.739778
713326,713300,麟洛,麟洛乡,"<span class=""text-danger"">区/县</span>",Linluo,8,909,L,120.527283,22.650604
713325,713300,长治,长治乡,"<span class=""text-danger"">区/县</span>",Changzhi,8,908,C,120.527614,22.677062
713324,713300,万丹,万丹乡,"<span class=""text-danger"">区/县</span>",Wandan,8,913,W,120.484533,22.589839
713323,713300,恒春,恒春镇,"<span class=""text-danger"">区/县</span>",Hengchun,8,946,H,120.745451,22.002373
713322,713300,东港,东港镇,"<span class=""text-danger"">区/县</span>",Donggang,8,928,D,120.454489,22.466626
713321,713300,潮州,潮州镇,"<span class=""text-danger"">区/县</span>",Chaozhou,8,920,C,120.542854,22.550536
713301,713300,屏东,屏东市,"<span class=""text-danger"">区/县</span>",Pingdong,8,900,P,120.488465,22.669723
713300,710000,屏东,屏东县,"<span class=""text-success"">市</span>",Pingtung,8,9,P,120.487928,22.682802
713038,713000,阿里山,阿里山乡,"<span class=""text-danger"">区/县</span>",Alishan,5,605,A,120.73252,23.46795
713037,713000,大埔,大埔乡,"<span class=""text-danger"">区/县</span>",Dapu,5,607,D,120.593795,23.296715
713036,713000,番路,番路乡,"<span class=""text-danger"">区/县</span>",Fanlu,5,602,F,120.555043,23.465222
713035,713000,梅山,梅山乡,"<span class=""text-danger"">区/县</span>",Meishan,5,603,M,120.557192,23.584915
713034,713000,竹崎,竹崎乡,"<span class=""text-danger"">区/县</span>",Zhuqi,5,604,Z,120.551466,23.523184
713033,713000,中埔,中埔乡,"<span class=""text-danger"">区/县</span>",Zhongpu,5,606,Z,120.522948,23.425148
713032,713000,水上,水上乡,"<span class=""text-danger"">区/县</span>",Shuishang,5,608,S,120.397936,23.428104
713031,713000,鹿草,鹿草乡,"<span class=""text-danger"">区/县</span>",Lucao,5,611,L,120.30837,23.410784
713030,713000,义竹,义竹乡,"<span class=""text-danger"">区/县</span>",Yizhu,5,624,Y,120.243423,23.336277
713029,713000,东石,东石乡,"<span class=""text-danger"">区/县</span>",Dongshi,5,614,D,120.153822,23.459235
713028,713000,六脚,六脚乡,"<span class=""text-danger"">区/县</span>",Liujiao,5,615,L,120.291083,23.493942
713027,713000,新港,新港乡,"<span class=""text-danger"">区/县</span>",Xingang,5,616,X,120.347647,23.551806
713026,713000,溪口,溪口乡,"<span class=""text-danger"">区/县</span>",Xikou,5,623,X,120.393822,23.602223
713025,713000,民雄,民雄乡,"<span class=""text-danger"">区/县</span>",Minxiong,5,621,M,120.428577,23.551456
713024,713000,大林,大林镇,"<span class=""text-danger"">区/县</span>",Dalin,5,622,D,120.471336,23.603815
713023,713000,布袋,布袋镇,"<span class=""text-danger"">区/县</span>",Budai,5,625,B,120.166936,23.377979
713002,713000,朴子,朴子市,"<span class=""text-danger"">区/县</span>",Puzi,5,613,P,120.247014,23.464961
713001,713000,太保,太保市,"<span class=""text-danger"">区/县</span>",Taibao,5,612,T,120.332876,23.459647
713000,710000,嘉义,嘉义县,"<span class=""text-success"">市</span>",Chiayi,5,6,C,120.3,23.5
712939,712900,水林,水林乡,"<span class=""text-danger"">区/县</span>",Shuilin,5,652,S,120.245948,23.572634
712938,712900,口湖,口湖乡,"<span class=""text-danger"">区/县</span>",Kouhu,5,653,K,120.18537,23.582406
712937,712900,四湖,四湖乡,"<span class=""text-danger"">区/县</span>",Sihu,5,654,S,120.225741,23.63774
712936,712900,元长,元长乡,"<span class=""text-danger"">区/县</span>",Yuanchang,5,655,Y,120.315124,23.649458
712935,712900,台西,台西乡,"<span class=""text-danger"">区/县</span>",Taixi,5,636,T,120.196141,23.702819
712934,712900,褒忠,褒忠乡,"<span class=""text-danger"">区/县</span>",Baozhong,5,634,B,120.310488,23.694245
712933,712900,东势,东势乡,"<span class=""text-danger"">区/县</span>",Dongshi,5,635,D,120.252672,23.674679
712932,712900,麦寮,麦寮乡,"<span class=""text-danger"">区/县</span>",Mailiao,5,638,M,120.252043,23.753841
712931,712900,仑背,仑背乡,"<span class=""text-danger"">区/县</span>",Lunbei,5,637,L,120.353895,23.75884
712930,712900,二仑,二仑乡,"<span class=""text-danger"">区/县</span>",Erlun,5,649,E,120.415077,23.771273
712929,712900,林内,林内乡,"<span class=""text-danger"">区/县</span>",Linna,5,643,L,120.611365,23.758712
712928,712900,莿桐,莿桐乡,"<span class=""text-danger"">区/县</span>",Citong,5,647,C,120.502374,23.760784
712927,712900,大埤,大埤乡,"<span class=""text-danger"">区/县</span>",Dapi,5,631,D,120.430516,23.645908
712926,712900,古坑,古坑乡,"<span class=""text-danger"">区/县</span>",Gukeng,5,646,G,120.562043,23.642568
712925,712900,北港,北港镇,"<span class=""text-danger"">区/县</span>",Beigang,5,651,B,120.302393,23.575525
712924,712900,土库,土库镇,"<span class=""text-danger"">区/县</span>",Tuku,5,633,T,120.392572,23.677822
712923,712900,西螺,西螺镇,"<span class=""text-danger"">区/县</span>",Xiluo,5,648,X,120.46601,23.797984
712922,712900,虎尾,虎尾镇,"<span class=""text-danger"">区/县</span>",Huwei,5,632,H,120.445339,23.708182
712921,712900,斗南,斗南镇,"<span class=""text-danger"">区/县</span>",Dounan,5,630,D,120.479075,23.679731
712901,712900,斗六,斗六市,"<span class=""text-danger"">区/县</span>",Douliu,5,640,D,120.52736,23.697651
712900,710000,云林,云林县,"<span class=""text-success"">市</span>",Yunlin,5,6,Y,120.25,23.75
712832,712800,仁爱,仁爱乡,"<span class=""text-danger"">区/县</span>",Renai,49,546,R,121.133543,24.024429
712831,712800,信义,信义乡,"<span class=""text-danger"">区/县</span>",Xinyi,49,556,X,120.855257,23.699922
712830,712800,水里,水里乡,"<span class=""text-danger"">区/县</span>",Shuili,49,553,S,120.855912,23.812086
712829,712800,国姓,国姓乡,"<span class=""text-danger"">区/县</span>",Guoxing,49,544,G,120.858541,24.042298
712828,712800,鱼池,鱼池乡,"<span class=""text-danger"">区/县</span>",Yuchi,49,555,Y,120.93606,23.896356
712827,712800,中寮,中寮乡,"<span class=""text-danger"">区/县</span>",Zhongliao,49,541,Z,120.766654,23.878935
712826,712800,鹿谷,鹿谷乡,"<span class=""text-danger"">区/县</span>",Lugu,49,558,L,120.752796,23.744471
712825,712800,名间,名间乡,"<span class=""text-danger"">区/县</span>",Mingjian,49,551,M,120.702797,23.838427
712824,712800,集集,集集镇,"<span class=""text-danger"">区/县</span>",Jiji,49,552,J,120.783673,23.829013
712823,712800,竹山,竹山镇,"<span class=""text-danger"">区/县</span>",Zhushan,49,557,Z,120.672007,23.757655
712822,712800,草屯,草屯镇,"<span class=""text-danger"">区/县</span>",Caotun,49,542,C,120.680343,23.973947
712821,712800,埔里,埔里镇,"<span class=""text-danger"">区/县</span>",Puli,49,545,P,120.964648,23.964789
712801,712800,南投市,南投市,"<span class=""text-danger"">区/县</span>",Nantoushi,49,540,N,120.683706,23.909956
712800,710000,南投,南投县,"<span class=""text-success"">市</span>",Nantou,49,5,N,120.83,23.83
712745,712700,溪州,溪州乡,"<span class=""text-danger"">区/县</span>",Xizhou,4,524,X,120.498706,23.851229
712744,712700,竹塘,竹塘乡,"<span class=""text-danger"">区/县</span>",Zhutang,4,525,Z,120.427499,23.860112
712743,712700,大城,大城乡,"<span class=""text-danger"">区/县</span>",Dacheng,4,527,D,120.320934,23.852382
712742,712700,芳苑,芳苑乡,"<span class=""text-danger"">区/县</span>",Fangyuan,4,528,F,120.320329,23.924222
712741,712700,埤头,埤头乡,"<span class=""text-danger"">区/县</span>",Pitou,4,523,P,120.462599,23.891324
712740,712700,田尾,田尾乡,"<span class=""text-danger"">区/县</span>",Tianwei,4,522,T,120.524717,23.890735
712739,712700,二林,二林镇,"<span class=""text-danger"">区/县</span>",Erlin,4,526,E,120.374468,23.899751
712738,712700,北斗,北斗镇,"<span class=""text-danger"">区/县</span>",Beidou,4,521,B,120.520449,23.870911
712737,712700,二水,二水乡,"<span class=""text-danger"">区/县</span>",Ershui,4,530,E,120.618788,23.806995
712736,712700,社头,社头乡,"<span class=""text-danger"">区/县</span>",Shetou,4,511,S,120.582681,23.896686
712735,712700,永靖,永靖乡,"<span class=""text-danger"">区/县</span>",Yongjing,4,512,Y,120.547775,23.924703
712734,712700,埔心,埔心乡,"<span class=""text-danger"">区/县</span>",Puxin,4,513,P,120.543568,23.953019
712733,712700,埔盐,埔盐乡,"<span class=""text-danger"">区/县</span>",Puyan,4,516,P,120.464044,24.000346
712732,712700,大村,大村乡,"<span class=""text-danger"">区/县</span>",Dacun,4,515,D,120.540713,23.993726
712731,712700,田中,田中镇,"<span class=""text-danger"">区/县</span>",Tianzhong,4,520,T,120.580629,23.861718
712730,712700,溪湖,溪湖镇,"<span class=""text-danger"">区/县</span>",Xihu,4,514,X,120.479144,23.962315
712729,712700,员林,员林市,"<span class=""text-danger"">区/县</span>",Yuanlin,4,510,Y,120.574625,23.958999
712728,712700,芬园,芬园乡,"<span class=""text-danger"">区/县</span>",Fenyuan,4,502,F,120.629024,24.013658
712727,712700,花坛,花坛乡,"<span class=""text-danger"">区/县</span>",Huatan,4,503,H,120.538403,24.029399
712726,712700,秀水,秀水乡,"<span class=""text-danger"">区/县</span>",Xiushui,4,504,X,120.502658,24.035267
712725,712700,福兴,福兴乡,"<span class=""text-danger"">区/县</span>",Fuxing,4,506,F,120.443682,24.047883
712724,712700,伸港,伸港乡,"<span class=""text-danger"">区/县</span>",Shengang,4,509,S,120.484224,24.146081
712723,712700,线西,线西乡,"<span class=""text-danger"">区/县</span>",Xianxi,4,507,X,120.465921,24.128653
712722,712700,和美,和美镇,"<span class=""text-danger"">区/县</span>",Hemei,4,508,H,120.500265,24.110904
712721,712700,鹿港,鹿港镇,"<span class=""text-danger"">区/县</span>",Lugang,4,505,L,120.435392,24.056937
712701,712700,彰化市,彰化市,"<span class=""text-danger"">区/县</span>",Zhanghuashi,4,500,Z,120.542294,24.080911
712700,710000,彰化,彰化县,"<span class=""text-success"">市</span>",Changhua,4,5,C,120.416,24
712537,712500,泰安,泰安乡,"<span class=""text-danger"">区/县</span>",Tai'an,37,365,T,120.904441,24.4426
712536,712500,狮潭,狮潭乡,"<span class=""text-danger"">区/县</span>",Shitan,37,354,S,120.918024,24.540004
712535,712500,三湾,三湾乡,"<span class=""text-danger"">区/县</span>",Sanwan,37,352,S,120.951484,24.651051
712534,712500,造桥,造桥乡,"<span class=""text-danger"">区/县</span>",Zaoqiao,37,361,Z,120.862399,24.637537
712533,712500,西湖,西湖乡,"<span class=""text-danger"">区/县</span>",Xihu,37,368,X,121.003418,23.775291
712532,712500,三义,三义乡,"<span class=""text-danger"">区/县</span>",Sanyi,37,367,S,120.74234,24.35027
712531,712500,头屋,头屋乡,"<span class=""text-danger"">区/县</span>",Touwu,37,362,T,120.846616,24.574249
712530,712500,南庄,南庄乡,"<span class=""text-danger"">区/县</span>",Nanzhuang,37,353,N,120.994957,24.596835
712529,712500,铜锣,铜锣乡,"<span class=""text-danger"">区/县</span>",Tongluo,37,366,T,121.003418,23.775291
712528,712500,公馆,公馆乡,"<span class=""text-danger"">区/县</span>",Gongguan,37,363,G,120.822983,24.499108
712527,712500,大湖,大湖乡,"<span class=""text-danger"">区/县</span>",Dahu,37,364,D,120.863641,24.422547
712526,712500,卓兰,卓兰镇,"<span class=""text-danger"">区/县</span>",Zhuolan,37,369,Z,120.823441,24.309509
712525,712500,后龙,后龙镇,"<span class=""text-danger"">区/县</span>",Houlong,37,356,H,120.78648,24.612617
712524,712500,头份,头份市,"<span class=""text-danger"">区/县</span>",Toufen,37,351,T,120.895188,24.687993
712523,712500,竹南,竹南镇,"<span class=""text-danger"">区/县</span>",Zhunan,37,350,Z,120.872641,24.685513
712522,712500,通霄,通霄镇,"<span class=""text-danger"">区/县</span>",Tongxiao,37,357,T,120.6767,24.489087
712521,712500,苑里,苑里镇,"<span class=""text-danger"">区/县</span>",Yuanli,37,358,Y,120.648907,24.44175
712501,712500,苗栗,苗栗市,"<span class=""text-danger"">区/县</span>",Miaoli,37,360,M,120.818869,24.561472
712500,710000,苗栗,苗栗县,"<span class=""text-success"">市</span>",Miaoli,37,3,M,120.75,24.5
712432,712400,五峰,五峰乡,"<span class=""text-danger"">区/县</span>",Wufeng,3,311,W,121.003418,23.775291
712431,712400,尖石,尖石乡,"<span class=""text-danger"">区/县</span>",Jianshi,3,313,J,121.197802,24.70436
712430,712400,峨眉,峨眉乡,"<span class=""text-danger"">区/县</span>",Emei,3,315,E,121.015291,24.686127
712429,712400,宝山,宝山乡,"<span class=""text-danger"">区/县</span>",Baoshan,3,308,B,120.985752,24.760975
712428,712400,北埔,北埔乡,"<span class=""text-danger"">区/县</span>",Beipu,3,314,B,121.053156,24.697126
712427,712400,横山,横山乡,"<span class=""text-danger"">区/县</span>",Hengshan,3,312,H,121.116244,24.720807
712426,712400,芎林,芎林乡,"<span class=""text-danger"">区/县</span>",Xionglin,3,307,X,121.076924,24.774436
712425,712400,新丰,新丰乡,"<span class=""text-danger"">区/县</span>",Xinfeng,3,304,X,120.983006,24.8996
712424,712400,湖口,湖口乡,"<span class=""text-danger"">区/县</span>",Hukou,3,303,H,121.043691,24.903943
712423,712400,关西,关西镇,"<span class=""text-danger"">区/县</span>",Guanxi,3,306,G,121.177301,24.788842
712422,712400,新埔,新埔镇,"<span class=""text-danger"">区/县</span>",Xinpu,3,305,X,121.072804,24.82482
712421,712400,竹东,竹东镇,"<span class=""text-danger"">区/县</span>",Zhudong,3,310,Z,121.086418,24.733601
712401,712400,竹北,竹北市,"<span class=""text-danger"">区/县</span>",Zhubei,3,302,Z,121.004317,24.839652
712400,710000,新竹,新竹县,"<span class=""text-success"">市</span>",Hsinchu,3,3,H,121.16,24.6
712331,712300,复兴,复兴乡,"<span class=""text-danger"">区/县</span>",Fuxing,3,336,F,121.352613,24.820908
712330,712300,观音,观音乡,"<span class=""text-danger"">区/县</span>",Guanyin,3,328,G,121.077519,25.033303
712329,712300,新屋,新屋乡,"<span class=""text-danger"">区/县</span>",Xinwu,3,327,X,121.105801,24.972203
712327,712300,龙潭,龙潭乡,"<span class=""text-danger"">区/县</span>",Longtan,3,325,L,121.216392,24.863851
712325,712300,龟山,龟山乡,"<span class=""text-danger"">区/县</span>",Guishan,3,333,G,121.337767,24.992517
712324,712300,大园,大园乡,"<span class=""text-danger"">区/县</span>",Dayuan,3,337,D,121.196292,25.064471
712321,712300,大溪,大溪镇,"<span class=""text-danger"">区/县</span>",Daxi,3,335,D,121.286962,24.880584
712306,712300,芦竹,芦竹市,"<span class=""text-danger"">区/县</span>",Luzhu,3,338,L,121.292064,25.045392
712305,712300,杨梅,杨梅市,"<span class=""text-danger"">区/县</span>",Yangmei,3,326,Y,121.145873,24.907575
712304,712300,八德,八德市,"<span class=""text-danger"">区/县</span>",Bade,3,334,B,121.284655,24.928651
712303,712300,平镇,平镇市,"<span class=""text-danger"">区/县</span>",Pingzhen,3,324,P,121.218359,24.945752
712302,712300,中坜,中坜市,"<span class=""text-danger"">区/县</span>",Zhongli,3,320,Z,121.224926,24.965353
712301,712300,桃园,桃园市,"<span class=""text-danger"">区/县</span>",Taoyuan,3,330,T,121.301337,24.993777
712300,710000,桃园,桃园市,"<span class=""text-success"">市</span>",Taoyuan,3,3,T,121.083,25
